Certificate,Runtime,Genre,Description,Directors,Stars,Rating
PG-13,100.0,"Drama,Mystery,Thriller","
    A former criminal is drawn into a criminal endeavor and subsequently finds himself living an inexplicable new life working at a psychiatric facility.",John Glenn," Paul Walker, Piper Perabo, Brooklynn Proulx, Bob Gunton",6.1
R,97.0,"Crime,Drama,Mystery","
    Two FBI agents attempt to clarify the murders occurring in a desolate region. They approach the witnesses of the latest incident with the help of the local police. All of them hide something and all have wildly different stories to tell.",Jennifer Lynch," Julia Ormond, Bill Pullman, Pell James, Caroline Aaron",6.3
R,92.0,"Comedy,Music","
    In this irreverent comedy, a failed actor-turned-worse-high-school-drama-teacher rallies his Tucson, AZ students as he conceives and stages politically incorrect musical sequel to Shakespeare's Hamlet.",Andrew Fleming," Steve Coogan, Elisabeth Shue, Catherine Keener, Joseph Julian Soria",6.3
PG-13,119.0,"Biography,Drama","
    Robert Kearns takes on the Detroit automakers who he claims stole his idea for the intermittent windshield wiper.",Marc Abraham," Greg Kinnear, Lauren Graham, Alan Alda, Tim Eddis",7.0
R,98.0,"Crime,Drama,Thriller","
    One week in L.A. in 1983, featuring movie executives, rock stars, a vampire and other morally challenged characters in adventures laced with sex, drugs and violence.",Gregor Jordan," Billy Bob Thornton, Kim Basinger, Mickey Rourke, Jon Foster",5.0
R,80.0,Drama,"
    Over the summer, a series of unfortunate happening triggers a financial crisis for a young woman and she soon finds her life falling apart.",Kelly Reichardt," Michelle Williams, Lucy, David Koppell, Max Clement",7.1
R,93.0,"Comedy,Crime,Mystery","
    At a Catholic high school, a sophomore newspaper reporter investigates a case of stolen SAT exams. He thinks he's nailed the suspect and managed to get the popular girl when he realises a larger conspiracy is afoot.",Brett Simon," Reece Thompson, Mischa Barton, Bruce Willis, Michael Rapaport",6.2
R,84.0,"Action,Drama,Thriller","
    Two rival bikers gangs, the Victors and the Six-Six-Six's, refuel their decades-old rivalry.",Larry Bishop," Larry Bishop, Dennis Hopper, Michael Madsen, Julia Jones",5.1
Not Rated,86.0,Comedy,"
    Satirical interpretations of world events and curious human behavior.","Tom Kuntz, Mike Maguire"," Len Cariou, Sarah McElligott, Amir Talai, Daniel Chacón",6.2
PG-13,110.0,"Comedy,Drama","
    The story of the early days of California wine making featuring the now infamous, blind Paris wine tasting of 1976 that has come to be known as ""Judgment of Paris"".",Randall Miller," Chris Pine, Alan Rickman, Bill Pullman, Hal B. Klein",6.8
R,95.0,"Comedy,Drama,Romance","
    A family unit begins to bow under the pressure of a failing marriage.",Derick Martini," Rory Culkin, Alec Baldwin, Jill Hennessy, Emma Roberts",6.9
Not Rated,145.0,"Comedy,Drama,Romance","
    Two straight guys pretend to be gay in order to secure a Miami apartment. When both of them fall for their roommate Neha, hilarity ensues as they strive to convince one and all that they're gay whilst secretly trying to win her heart.",Tarun Mansukhani," Abhishek Bachchan, John Abraham, Priyanka Chopra, Kiron Kher",6.5
PG,90.0,"Adventure,Comedy,Drama","
    A young man, much to the chagrin of his father, becomes the new assistant to an illusionist in decline.",Sean McGinly," Colin Hanks, John Malkovich, Tom Hanks, Emily Blunt",6.4
R,115.0,"Comedy,Drama,War","
    Three different soldiers - a woman and two men - return from war and facing the peaceful life's problems of each other.",Neil Burger," Rachel McAdams, Tim Robbins, Michael Peña, Molly Hagan",6.9
PG-13,114.0,"Comedy,Romance","
    Dr. RJ Stevens is a talk show host who visits his family in the deep south. While there he reunites with his brother Otis, his sister Betty, his cousin/rival Clyde and his childhood love interest Lucinda Allen.",Malcolm D. Lee," Martin Lawrence, Louis C.K., James Earl Jones, Margaret Avery",5.5
R,120.0,Drama,"
    The Taylor family is devastated by an accident that takes place on the day their matriarch is due to graduate from college -- decades after leaving to raise her children.",Dennis Lee," Ryan Reynolds, Willem Dafoe, Emily Watson, Carrie-Anne Moss",6.5
PG,99.0,"Comedy,Drama","
    Henry Poole moves in to a house in his old neighborhood, to spend what he believes are his remaining days alone. The discovery of a ""miracle"" by a nosy neighbor ruptures his solitude and restores his faith in life.",Mark Pellington," Luke Wilson, Radha Mitchell, George Lopez, Adriana Barraza",6.4
R,96.0,"Horror,Mystery,Thriller","
    After Marnie Watson kills her abusive husband in self-defense, she is condemned to house arrest... only to discover that the house is possessed by the enraged and violent spirit of her dead husband.",Eric Red," Famke Janssen, Bobby Cannavale, Ed Westwick, Michael Paré",5.5
R,98.0,"Drama,Horror,Thriller","
    Three college students set out to document what other people dread the most. However, one of the three turns out to secretly be a sadistic psychopath who uses this knowledge to gruesomely torture the subjects.",Anthony DiBlasi," Jackson Rathbone, Hanne Steen, Laura Donnelly, Jonathan Readwin",5.7
R,100.0,"Crime,Drama","
    Two childhood friends from South Boston turn to crime as a way to get by, ultimately causing a strain in their personal lives and their friendship.",Brian Goodman," Ethan Hawke, Mark Ruffalo, Brian Goodman, Amanda Peet",6.6
R,87.0,"Comedy,Horror","
    On the night of the big High-School Prom, the dead rise to eat the living, and the only people who can stop them are the losers who couldn't get dates to the dance.",Gregg Bishop," Jared Kusnitz, Greyson Chadwick, Chandler Darby, Carissa Capobianco",5.8
R,88.0,"Drama,Mystery,Thriller","
    The story of a husband who suspects his wife of adultery, and sets out to track down the other man in her life.",Richard Eyre," Liam Neeson, Antonio Banderas, Laura Linney, Romola Garai",5.4
PG-13,97.0,"Comedy,Crime,Romance","
    Henry Durand is a young federal agent who is given a difficult assignment: spy on his mother and her boyfriend who is suspected of leading a gang of art thieves.",George Gallo," Antonio Banderas, Meg Ryan, Colin Hanks, Selma Blair",5.3
PG-13,114.0,"Comedy,Drama","
    In 1937, a teenager is cast in the Mercury Theatre production of ""Julius Caesar"", directed by a young Orson Welles.",Richard Linklater," Zac Efron, Claire Danes, Christian McKay, Zoe Kazan",6.7
Not Rated,85.0,"Comedy,Horror","
    A grave robber reflects on his life of crime.",Glenn McQuaid," Dominic Monaghan, Ron Perlman, Larry Fessenden, Angus Scrimm",6.1
R,100.0,"Comedy,Drama,Music","
    Though it's been about twenty years since they have spoken with one another, two estranged soul-singing legends agree to participate in a reunion performance at the Apollo Theater to honor their recently deceased band leader.",Malcolm D. Lee," Samuel L. Jackson, Bernie Mac, Sharon Leal, Adam Herschman",6.4
PG-13,112.0,"Drama,Sport","
    A rugby player is put up in a juvenile detention center. There he plays for the Highland Rugby team and ultimately plays against his father in the National Championships.",Ryan Little," Sean Faris, Penn Badgley, Gary Cole, Sean Astin",7.2
R,153.0,"Adventure,Drama,War","
    In Nazi-occupied France during World War II, a plan to assassinate Nazi leaders by a group of Jewish U.S. soldiers coincides with a theatre owner's vengeful plans for the same.",Quentin Tarantino," Brad Pitt, Diane Kruger, Eli Roth, Mélanie Laurent",8.3
PG-13,162.0,"Action,Adventure,Fantasy","
    A paraplegic Marine dispatched to the moon Pandora on a unique mission becomes torn between following his orders and protecting the world he feels is his home.",James Cameron," Sam Worthington, Zoe Saldana, Sigourney Weaver, Michelle Rodriguez",7.8
PG,96.0,"Animation,Adventure,Comedy","
    78-year-old Carl Fredricksen travels to Paradise Falls in his house equipped with balloons, inadvertently taking a young stowaway.","Pete Docter, Bob Peterson"," Edward Asner, Jordan Nagai, John Ratzenberger, Christopher Plummer",8.2
R,100.0,Comedy,"
    Three buddies wake up from a bachelor party in Las Vegas, with no memory of the previous night and the bachelor missing. They make their way around the city in order to find their friend before his wedding.",Todd Phillips," Zach Galifianakis, Bradley Cooper, Justin Bartha, Ed Helms",7.7
R,112.0,"Action,Sci-Fi,Thriller","
    Violence ensues after an extraterrestrial race forced to live in slum-like conditions on Earth finds a kindred spirit in a government agent exposed to their biotechnology.",Neill Blomkamp," Sharlto Copley, David James, Jason Cope, Nathalie Boltt",7.9
PG-13,128.0,"Action,Adventure,Crime","
    Detective Sherlock Holmes and his stalwart partner Watson engage in a battle of wits and brawn with a nemesis whose plot is a threat to all of England.",Guy Ritchie," Robert Downey Jr., Jude Law, Rachel McAdams, Mark Strong",7.6
PG-13,127.0,"Action,Adventure,Sci-Fi","
    The brash James T. Kirk tries to live up to his father's legacy with Mr. Spock keeping him in check as a vengeful Romulan from the future creates black holes to destroy the Federation one planet at a time.",J.J. Abrams," Chris Pine, Zachary Quinto, Simon Pegg, Leonard Nimoy",7.9
R,88.0,"Adventure,Comedy,Fantasy","
    A shy student trying to reach his family in Ohio, a gun-toting tough guy trying to find the last Twinkie, and a pair of sisters trying to get to an amusement park join forces to travel across a zombie-filled America.",Ruben Fleischer," Jesse Eisenberg, Emma Stone, Woody Harrelson, Abigail Breslin",7.6
R,162.0,"Action,Drama,Mystery","
    In 1985 where former superheroes exist, the murder of a colleague sends active vigilante Rorschach into his own sprawling investigation, uncovering something that could completely change the course of history as we know it.",Zack Snyder," Jackie Earle Haley, Patrick Wilson, Carla Gugino, Malin Akerman",7.6
PG-13,95.0,"Comedy,Drama,Romance","
    An offbeat romantic comedy about a woman who doesn't believe true love exists, and the young man who falls for her.",Marc Webb," Zooey Deschanel, Joseph Gordon-Levitt, Geoffrey Arend, Chloë Grace Moretz",7.7
PG-13,107.0,"Action,Adventure,Sci-Fi","
    The early years of James Logan, featuring his rivalry with his brother Victor Creed, his service in the special forces team Weapon X, and his experimentation into the metal-lined mutant Wolverine.",Gavin Hood," Hugh Jackman, Liev Schreiber, Ryan Reynolds, Danny Huston",6.6
PG,153.0,"Action,Adventure,Family","
    As Harry Potter (Daniel Radcliffe) begins his sixth year at Hogwarts, he discovers an old book marked as ""the property of the Half-Blood Prince"" and begins to learn more about Lord Voldemort's (Ralph Fiennes') dark past.",David Yates," Daniel Radcliffe, Emma Watson, Rupert Grint, Michael Gambon",7.6
PG-13,149.0,"Action,Adventure,Sci-Fi","
    Sam Witwicky leaves the Autobots behind for a normal life. But when his mind is filled with cryptic symbols, the Decepticons target him and he is dragged back into the Transformers' war.",Michael Bay," Shia LaBeouf, Megan Fox, Josh Duhamel, Tyrese Gibson",6.0
PG-13,158.0,"Action,Adventure,Sci-Fi","
    A frustrated writer struggles to keep his family alive when a series of global catastrophes threatens to annihilate mankind.",Roland Emmerich," John Cusack, Thandie Newton, Chiwetel Ejiofor, Amanda Peet",5.8
PG-13,115.0,"Action,Adventure,Sci-Fi","
    In 2018, a mysterious new weapon in the war against the machines, half-human and half-machine, comes to John Connor on the eve of a resistance attack on Skynet. But whose side is he on, and can he be trusted?",McG," Christian Bale, Sam Worthington, Anton Yelchin, Moon Bloodgood",6.5
R,97.0,"Drama,Mystery,Sci-Fi","
    Astronaut Sam Bell has a quintessentially personal encounter toward the end of his three-year stint on the Moon, where he, working alongside his computer, GERTY, sends back to Earth parcels of a resource that has helped diminish our planet's power problems.",Duncan Jones," Sam Rockwell, Kevin Spacey, Dominique McElligott, Rosie Shaw",7.9
R,109.0,"Comedy,Drama,Romance","
    Ryan Bingham enjoys living out of a suitcase for his job, travelling around the country firing people, but finds that lifestyle threatened by the presence of a potential love interest, and a new hire.",Jason Reitman," George Clooney, Vera Farmiga, Anna Kendrick, Jason Bateman",7.4
PG-13,108.0,"Comedy,Drama,Romance","
    A pushy boss forces her young assistant to marry her in order to keep her visa status in the U.S. and avoid deportation to Canada.",Anne Fletcher," Sandra Bullock, Ryan Reynolds, Mary Steenburgen, Craig T. Nelson",6.7
PG-13,129.0,"Biography,Drama,Sport","
    The story of Michael Oher, a homeless and traumatized boy who became an All-American football player and first-round NFL draft pick with the help of a caring woman and her family.",John Lee Hancock," Quinton Aaron, Sandra Bullock, Tim McGraw, Jae Head",7.6
R,140.0,"Biography,Crime,Drama","
    The Feds try to take down notorious American gangsters John Dillinger, Baby Face Nelson and Pretty Boy Floyd during a booming crime wave in the 1930s.",Michael Mann," Christian Bale, Johnny Depp, Christian Stolte, Jason Clarke",7.0
